"Average",,,,,,,,,,,,,"P0",,,,,,,,,,,,"P1",,,,,,,,,,,,"P2",,,,,,,,,,,,"R0",,,,,,,,,,,,"R1",,,,,,,,,,,,"R2",,,,,,,,,,,,"C0",,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange"
163,-3.04001,-5.72343,-0.0840519,-0.0130502,0.00666063,0.120268,0.000593534,0.000912698,0.000397982,0.0021996,-0.000693367,0.181564,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0231319,0.0324361,0.0375964,0.00013155,0.000627666,0.000154778,0.000679146,8.00695e-05,1.33542,,,,,,,,,,,,,24.011,27.5153,-0.131821,0.00714723,0.0228884,0.175925,0.000163693,-0.00239246,0.000953298,0.000608041,-0.0028368,0.314251,23.9584,14.6528,-0.324508,0.00613784,0.018198,0.159659,0.0010631,0.000992764,0.000272048,0.00157959,0.000476281,0.29953,14.4688,19.5055,-0.288525,-0.00596014,0.027889,0.113632,0.00223582,0.000509867,0.000604982,0.0029267,-0.000181009,0.245064
164,-3.22114,-5.68188,-0.0828571,-0.013264,0.00775875,0.111719,0.000481607,0.00107061,0.000339897,0.00215438,-0.000602164,0.208458,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0219108,0.0322091,0.0407352,-0.000387416,0.000510831,6.29746e-06,0.000523001,-0.000399586,0.00913192,,,,,,,,,,,,,23.2354,27.565,-0.135815,0.0116339,0.022617,0.171723,-0.000112812,-0.00186545,0.00160101,0.000970291,-0.00294855,0.527843,23.9269,14.5056,-0.324625,0.00754001,0.0161023,0.170645,0.000580105,0.00108628,0.000185065,0.00137412,0.000292268,0.272062,14.1077,19.4381,-0.284105,-0.0045989,0.0283735,0.115258,0.00201444,0.000875684,0.000422232,0.00290654,-1.64201e-05,0.258824
165,-3.22648,-5.87784,-0.0833104,-0.0142266,0.00672023,0.117746,0.000549492,0.00104921,0.000462491,0.0022685,-0.000669796,0.259189,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0245726,0.0330351,0.0363923,-0.000641992,0.000611267,1.25284e-06,0.000626066,-0.000656791,0.00121883,,,,,,,,,,,,,23.3561,27.6471,-0.126033,0.00880174,0.0275141,0.170761,-0.00114915,-0.00319608,0.000720888,-0.000813417,-0.00353181,0.33659,24.0497,14.4027,-0.325079,0.00524159,0.0137798,0.183693,0.000767201,0.00108196,0.000198322,0.00160648,0.000242681,0.0788186,13.874,19.4413,-0.290194,-0.00596799,0.0278761,0.122805,0.002075,0.000735375,0.000575989,0.00293565,-0.000125277,0.248546
166,-3.41989,-5.78475,-0.0832248,-0.0138873,0.00751019,0.11527,0.000571396,0.00113446,0.000430665,0.00228652,-0.000580671,0.220376,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0238,0.0324863,0.0452283,0.000295952,0.00135061,-0.000247488,0.001411,0.000235556,-1.35351,,,,,,,,,,,,,23.5838,27.4738,-0.138805,0.00629596,0.0354798,0.176208,0.000361511,-0.00019835,-0.000115682,0.000992218,-0.000829057,-0.475732,24.1535,14.4932,-0.325351,0.00621217,0.0147349,0.170152,0.00135986,0.00165271,1.53793e-05,0.00206952,0.000943052,-0.319499,13.7713,19.4238,-0.290232,-0.00600995,0.0291217,0.112673,0.0023553,0.00118166,0.000432785,0.00320066,0.000336296,0.0610058
167,-3.277,-5.83444,-0.0837126,-0.0136247,0.00759329,0.119195,0.00051273,0.0010247,0.000332564,0.0021822,-0.000644765,0.173726,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.021677,0.0326492,0.0529528,0.000477008,0.000988191,-0.000492019,0.00129757,0.00016763,-1.03878,,,,,,,,,,,,,23.5838,27.4738,-0.138805,0.0044742,0.0329769,0.186674,0.000467938,-0.000308911,-0.0010678,0.00176458,-0.00160555,-0.534315,23.8593,14.6046,-0.323998,0.00726218,0.0142367,0.18696,0.00139493,0.00125284,-0.000144873,0.00196399,0.000683776,-0.304649,13.9865,19.3449,-0.291588,-0.00560016,0.0280931,0.12466,0.00233809,0.00102032,0.000288144,0.00319932,0.000159086,0.0290012
168,-3.34727,-5.70535,-0.0844904,-0.0143649,0.00660672,0.11846,0.000503878,0.00113999,0.000344828,0.00221793,-0.000574061,0.190821,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0224441,0.0316624,0.0488444,-0.000262229,0.00170891,-0.000425944,0.00180143,-0.000354755,-1.36517,,,,,,,,,,,,,23.1635,27.512,-0.155409,0.00525911,0.0399013,0.164956,0.000307232,0.00114382,0.000200033,0.00184645,-0.000395398,0.298248,24.1507,14.7464,-0.325022,0.00612471,0.0167466,0.168665,0.000867911,0.00190822,-0.000161661,0.0021534,0.00062273,-0.650793,14.1471,19.2392,-0.292029,-0.00647527,0.0278804,0.119777,0.00222655,0.00138643,0.000395251,0.0033167,0.000296288,0.00804341
169,-3.17743,-5.77224,-0.0828687,-0.0136947,0.00758431,0.113906,0.000479919,0.00104196,0.000361961,0.00213773,-0.000615858,0.265801,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0223499,0.0328523,0.0393799,-1.88976e-05,0.00127544,5.14129e-05,0.00128736,-3.08149e-05,-0.0354531,,,,,,,,,,,,,22.9659,27.6127,-0.141863,0.00397479,0.0430106,0.155913,0.000450124,0.000426758,0.000134025,0.00123277,-0.000355886,0.137439,23.8593,14.6046,-0.323998,0.005453,0.0174562,0.158099,0.00106613,0.00158277,0.000189264,0.00200669,0.000642214,0.233818,13.9457,19.4602,-0.285019,-0.00605502,0.0287733,0.111827,0.0020686,0.00119519,0.000447942,0.00301947,0.000244333,0.263991
170,-3.07191,-5.81225,-0.0840825,-0.0135301,0.00764051,0.111926,0.000599021,0.00102404,0.000337522,0.00218764,-0.000564583,0.156993,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0221029,0.0332332,0.0391643,0.000357151,0.000993192,-0.000252161,0.00109009,0.000260251,-1.23829,,,,,,,,,,,,,22.758,27.5238,-0.143257,0.00591431,0.0367202,0.174552,0.000958591,-0.000545299,-0.000288423,0.00118052,-0.000767229,-0.260649,23.955,14.6956,-0.324236,0.005556,0.0186888,0.158983,0.00131809,0.0013485,-8.7736e-05,0.00182953,0.000837059,-0.337855,14.1432,19.3976,-0.290078,-0.00618058,0.0289582,0.115326,0.00249847,0.00103569,0.000357896,0.00324721,0.000286947,0.0408167
171,-3.06128,-5.70925,-0.0843582,-0.0130738,0.00637261,0.126744,0.000601963,0.000940482,0.000346574,0.00216566,-0.000623213,0.218514,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0223853,0.0317997,0.0581888,0.000269405,0.000955186,-3.47292e-05,0.000962753,0.000261838,0.0589636,,,,,,,,,,,,,22.3628,27.6625,-0.133567,0.00913618,0.0308855,0.182501,0.000686651,-0.00234464,0.00120754,0.00129115,-0.00294914,0.298311,24.057,14.6899,-0.324189,0.00638229,0.017285,0.179081,0.00123106,0.00131402,4.78747e-05,0.0016683,0.000876785,0.00452415,14.2862,19.3846,-0.288955,-0.00578838,0.0272244,0.130574,0.00245602,0.000867901,0.000527727,0.00319184,0.000132079,0.207766
172,-3.01912,-5.78856,-0.0840142,-0.013446,0.00634176,0.128496,0.000546185,0.000967847,0.00036556,0.00213708,-0.000623048,0.190885,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0218447,0.0314314,0.0602497,-0.000352096,0.00130538,7.33384e-05,0.00131336,-0.000360071,0.133048,,,,,,,,,,,,,23.5838,27.4738,-0.138805,0.00438522,0.0358401,0.195561,0.000975967,-0.000630175,-0.000348876,0.0011836,-0.000837804,-0.225706,23.9151,14.5895,-0.323883,0.00549375,0.0181847,0.171149,0.00091898,0.00154886,0.000142355,0.00187631,0.00059153,-0.0419798,14.3123,19.4101,-0.289386,-0.00680446,0.0284716,0.128605,0.00232741,0.0010667,0.000483749,0.00322332,0.000170785,0.142625
173,-3.13467,-5.95404,-0.0833598,-0.0142948,0.00647586,0.121026,0.000793609,0.00106189,0.000446472,0.00232526,-0.000469753,0.265447,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0222617,0.0322992,0.0477665,-0.000177241,0.00116564,4.14636e-05,0.00117722,-0.000188819,-0.0234679,,,,,,,,,,,,,22.0966,27.6751,-0.145233,0.00602611,0.0413592,0.168228,0.000367428,0.000294479,0.000401532,0.00124572,-0.000583814,0.588426,23.4868,14.6787,-0.324087,0.00301716,0.0186442,0.162462,0.00101716,0.00155072,0.000179805,0.00196196,0.000605918,0.369283,13.818,19.426,-0.290752,-0.00712033,0.0287796,0.120569,0.00242793,0.00115202,0.000563461,0.00333289,0.000247067,0.336816
174,-3.29113,-5.82507,-0.0841485,-0.0143756,0.00685395,0.119843,0.000613233,0.000914106,0.000287351,0.00217521,-0.000647875,0.0735557,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.026115,0.0329417,0.0340605,0.000633532,0.00119241,-0.000484588,0.00147276,0.000353177,-1.04912,,,,,,,,,,,,,22.0495,27.4818,-0.161053,0.00869451,0.0323662,0.190183,0.00109015,-0.00100674,-0.000165662,0.00146793,-0.00138452,-0.235429,23.9799,14.596,-0.324558,0.00512833,0.0152616,0.174332,0.00162439,0.00120002,-0.000316468,0.00203035,0.00079406,-0.570979,13.7364,19.3433,-0.292916,-0.00659166,0.0279788,0.126333,0.00247468,0.000769333,0.000341533,0.00315973,8.4279e-05,-0.0552344
175,-3.23102,-5.78369,-0.0843235,-0.0146098,0.00744202,0.115701,0.000629561,0.00108915,0.000324476,0.00226804,-0.000549323,0.126596,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0224206,0.0316912,0.0428094,0.000568364,0.00137718,-0.000550805,0.0016563,0.000289244,-1.10232,,,,,,,,,,,,,22.758,27.5238,-0.143257,0.00713187,0.0362604,0.182437,0.000706353,-0.000854271,-0.000161232,0.000849235,-0.000997153,-0.166566,23.955,14.6956,-0.324236,0.00424188,0.0181367,0.163341,0.00170649,0.00140108,-0.000327869,0.00219482,0.000912742,-0.628905,13.7571,19.3062,-0.290813,-0.00727715,0.0285067,0.122611,0.00252548,0.000953948,0.000349191,0.00326024,0.000219183,-0.0339072
176,-3.1462,-5.62415,-0.0840752,-0.0136649,0.00735762,0.125243,0.000694493,0.00125705,0.000274638,0.00233434,-0.000382792,0.0744671,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0255152,0.033593,0.0355846,0.000309681,0.00147684,-0.000215083,0.00151666,0.000269857,-1.39723,,,,,,,,,,,,,23.1635,27.512,-0.155409,0.00709485,0.0422697,0.182223,0.00146222,0.000482839,0.000433148,0.00186569,7.93725e-05,0.498179,23.955,14.6956,-0.324236,0.00279718,0.0187948,0.16008,0.00156531,0.00149398,-7.26846e-05,0.00211211,0.000947176,-0.572804,14.0879,19.5211,-0.285056,-0.00694321,0.0288397,0.124204,0.00241501,0.00130847,0.00033048,0.00320783,0.000515648,-0.00109779
177,-2.96254,-6.13359,-0.0812267,-0.0134009,0.00762659,0.121729,0.000601103,0.00120257,0.000301806,0.00229709,-0.000493412,0.112689,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0252528,0.0340378,0.0320213,5.85642e-06,0.00176529,-0.000357161,0.00183535,-6.42011e-05,-1.37821,,,,,,,,,,,,,23.8544,27.5545,-0.137085,0.00395733,0.0423952,0.183297,0.000342349,0.00101223,0.000437428,0.00176642,-0.000411838,0.232795,23.9544,14.6509,-0.324412,0.00455648,0.0182241,0.168667,0.00129567,0.00183654,-0.000140351,0.00227205,0.000860163,-0.746649,13.8707,19.4551,-0.283611,-0.00677418,0.0288622,0.124486,0.00219589,0.00145989,0.000308979,0.003245,0.000410787,-0.0245308
178,-3.05949,-5.78181,-0.0832741,-0.0142343,0.00725322,0.122602,0.000633237,0.00118993,0.000299338,0.00230617,-0.000482999,0.0936296,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0224818,0.0332277,0.0457935,0.000196672,0.00132333,-0.00022337,0.00137109,0.000148911,-1.38276,,,,,,,,,,,,,22.9659,27.6127,-0.141863,0.00514857,0.0402664,0.171434,0.000884604,-0.00041017,0.000536141,0.00140612,-0.000931689,0.444839,23.955,14.6956,-0.324236,-0.00112393,0.0197419,0.150975,0.00123906,0.00148921,-5.75731e-05,0.00187688,0.000851385,-0.24151,13.9608,19.4249,-0.284689,-0.00821284,0.0294098,0.119244,0.00236644,0.00120103,0.000267637,0.00321168,0.00035579,0.0995989
179,-3.0993,-5.83732,-0.0844117,-0.0138236,0.00654866,0.119895,0.000645925,0.00122941,0.000326152,0.00234871,-0.000473375,0.099882,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0245447,0.0338169,0.0334982,-0.000137978,0.00156483,-0.000215962,0.00159438,-0.000167529,-1.44639,,,,,,,,,,,,,22.1998,27.571,-0.161287,0.00712371,0.0442855,0.164746,0.0012862,0.000768446,0.000618539,0.00209969,-4.50402e-05,0.667433,23.9544,14.6509,-0.324412,0.00161257,0.0193824,0.150975,0.00100091,0.00163675,-6.18721e-05,0.0019317,0.000705953,-0.387158,14.076,19.26,-0.291631,-0.00752024,0.0291182,0.119284,0.00245125,0.00132386,0.000419747,0.00340336,0.000371751,0.0955226
180,-3.11428,-5.78548,-0.0846097,-0.0144981,0.00681551,0.116858,0.000559432,0.00113282,0.000296599,0.00225931,-0.000567068,0.0491604,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.021616,0.0319216,0.0496992,0.000162462,0.00137067,-0.000243145,0.00141859,0.000114537,-1.38218,,,,,,,,,,,,,22.9392,27.4315,-0.155674,0.00749594,0.035503,0.189361,0.00134129,-0.000833709,0.000229801,0.00140974,-0.000902159,0.104122,23.955,14.6956,-0.324236,-0.00119669,0.0214127,0.135124,0.00129385,0.00140305,-0.000129483,0.00197515,0.00072175,-0.650873,14.0349,19.3184,-0.291898,-0.00854101,0.0294051,0.115682,0.00233934,0.00109074,0.000393816,0.00317603,0.000254055,-0.0729287
181,-3.24086,-5.78486,-0.0838094,-0.0148111,0.00606453,0.121096,0.00059,0.00101193,0.00026724,0.00220619,-0.000604255,0.0199375,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0227197,0.03064,0.0533406,-0.000112318,0.00112152,-0.000358162,0.00121889,-0.000209689,-1.30894,,,,,,,,,,,,,22.62,27.5691,-0.142835,0.00443827,0.0372852,0.201682,0.000333383,-0.000820427,-0.000262098,0.000740723,-0.00122777,-0.3152,24.027,14.7535,-0.324419,-0.0012792,0.0198961,0.142857,0.00109254,0.001243,-0.00015947,0.00169755,0.000637991,-0.717766,13.9773,19.3357,-0.290065,-0.00888094,0.0282308,0.121539,0.00230634,0.00097659,0.000331001,0.00308594,0.000196986,-0.127638
182,-3.25555,-5.88116,-0.0834693,-0.0142674,0.00641431,0.117544,0.00060627,0.00120436,0.00030809,0.00229576,-0.000485135,0.102242,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.022064,0.0321925,0.0420829,-0.000133005,0.00120013,-0.000148992,0.00121703,-0.000149901,-1.46141,,,,,,,,,,,,,22.62,27.5691,-0.142835,0.00564115,0.0360234,0.183649,0.000242224,-0.000739961,8.13432e-05,0.000588194,-0.00108593,0.405207,23.955,14.6956,-0.324236,0.000588479,0.019651,0.139992,0.000965437,0.00125965,9.91568e-06,0.00158435,0.000640733,-0.709355,13.6667,19.3501,-0.289835,-0.00751226,0.0284515,0.116683,0.00235037,0.00112018,0.000442114,0.00313945,0.000331093,0.0311648
183,-2.99309,-5.88925,-0.0846275,-0.0124076,0.00479119,0.13259,0.000700457,0.00120677,0.000378672,0.00236018,-0.000452951,0.153953,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0198731,0.0308108,0.0574848,0.000210384,0.0014678,-0.000176617,0.00149377,0.000184419,-1.43294,,,,,,,,,,,,,22.2405,27.5743,-0.154082,0.0102372,0.0336135,0.212797,0.000835955,0.000431284,0.000505366,0.00196711,-0.000699867,0.506861,23.8599,14.6484,-0.323913,0.00491545,0.0191951,0.158021,0.00126777,0.00142989,7.40539e-05,0.001808,0.000889668,-0.39675,14.1062,19.092,-0.291526,-0.00561721,0.0272821,0.132354,0.00245442,0.00122169,0.000588641,0.00327771,0.000398392,0.212617
184,-3.19555,-5.72183,-0.0837913,-0.0136849,0.00478436,0.123982,0.00064399,0.00118082,0.000324344,0.00231522,-0.000490406,0.150456,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0220407,0.0300107,0.0458372,0.000166073,0.00165341,-0.000142975,0.00167638,0.000143106,-1.47694,,,,,,,,,,,,,23.0317,27.5611,-0.155526,0.00678807,0.0369826,0.17542,0.00166386,-5.36288e-05,0.000588503,0.00209526,-0.000485031,0.343857,24.0526,14.6987,-0.324686,0.00107377,0.0220865,0.130072,0.00130554,0.00156916,0.000122275,0.00211754,0.00075717,0.0308546,14.0005,19.3292,-0.286497,-0.00751959,0.02802,0.116774,0.00222844,0.00115908,0.000546762,0.00312267,0.00026485,0.231038
185,-3.26398,-5.58752,-0.0842839,-0.0138724,0.00510902,0.139924,0.000692021,0.00121105,0.000371604,0.00233161,-0.000428544,0.139176,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0242744,0.0298259,0.0664188,0.000258351,0.00140312,-0.000268509,0.00146709,0.000194386,-1.35532,,,,,,,,,,,,,22.809,27.4728,-0.155792,0.00401387,0.0341044,0.206124,0.00116719,-0.000262979,-2.7702e-05,0.00132353,-0.000419317,0.114627,24.0301,14.6339,-0.324681,0.00140302,0.0218087,0.151999,0.00129862,0.00136074,-1.08998e-05,0.00191829,0.000741069,-0.41925,14.0727,19.3313,-0.285698,-0.00714001,0.0268997,0.137752,0.00216696,0.00106995,0.000483797,0.00298824,0.000248664,0.085242
186,-3.3935,-5.92511,-0.0841262,-0.0130756,0.00374269,0.123902,0.000696982,0.00122083,0.000323661,0.00232879,-0.00041097,0.110611,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0206942,0.0284371,0.0516285,0.000560186,0.00129035,-0.000315471,0.00141368,0.000436848,-1.22005,,,,,,,,,,,,,21.0023,27.6951,-0.166472,0.0078395,0.0358903,0.160769,0.00141614,0.00116087,0.000675353,0.00248915,8.7859e-05,0.530109,23.8168,14.6927,-0.324421,0.00565726,0.018762,0.161711,0.00142852,0.00144467,4.99784e-05,0.00191752,0.000955669,-0.300826,13.387,19.0824,-0.292437,-0.00580701,0.0262715,0.125115,0.00242281,0.0013369,0.000599451,0.00330332,0.000456384,0.232139
187,-3.12659,-5.6365,-0.0850044,-0.0120067,0.00412068,0.129357,0.000708603,0.00116352,0.000260858,0.00232127,-0.000449144,0.0425001,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.020409,0.0292233,0.0538941,0.000564939,0.00125559,-0.000726651,0.00171721,0.00010332,-1.0103,,,,,,,,,,,,,22.809,27.4728,-0.155792,0.00524731,0.0370556,0.179191,0.00064346,0.000235156,-0.00149842,0.00234654,-0.00146793,-0.592104,23.6878,14.7739,-0.324788,0.00547139,0.0191248,0.156328,0.00134345,0.00132713,-0.0002731,0.00202917,0.000641411,-0.40869,13.6171,19.4022,-0.285762,-0.00435357,0.026949,0.128975,0.00219186,0.00118995,0.000182041,0.00316381,0.000218009,0.0134274
188,-3.25491,-5.59211,-0.0826553,-0.0126098,0.00525099,0.109268,0.000715991,0.000966114,0.000307579,0.00224689,-0.000564785,0.106655,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0208078,0.0300543,0.0507531,0.00136418,0.000818498,9.1851e-05,0.00138759,0.00079509,0.149142,,,,,,,,,,,,,24.1505,27.6739,-0.10623,0.0175987,0.0250818,0.129703,0.00138397,-0.00312121,0.00222901,0.00261,-0.00434724,0.368793,24.0112,14.5369,-0.322709,0.00218247,0.0151153,0.144667,0.00168683,0.00111085,3.99721e-05,0.00185614,0.000941541,-0.0824009,13.8032,19.5196,-0.282417,-0.00429275,0.0269894,0.117788,0.00232677,0.000785853,0.000552623,0.00307231,4.0316e-05,0.189335
189,-3.21927,-5.58405,-0.0842498,-0.0128354,0.00329017,0.119539,0.000629271,0.00151114,0.000416998,0.00250555,-0.000365143,0.302686,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0198359,0.0280155,0.0681786,0.00272097,0.00378829,0.000543954,0.0040398,0.00246945,1.12477,,,,,,,,,,,,,23.5868,27.7352,-0.123428,0.0207927,0.0314138,0.155981,0.000950523,-0.00108175,0.00149123,0.00236681,-0.00249803,0.259063,23.7037,14.5609,-0.324128,0.0053464,0.0119932,0.139036,0.00242966,0.00485971,0.000656839,0.00543312,0.00185626,0.949537,13.5407,19.3966,-0.284925,-0.00198549,0.0237457,0.125462,0.00256659,0.0026893,0.000763369,0.00457284,0.000683047,0.626142
190,-2.72277,-5.50164,-0.0870035,-0.0125116,0.00495949,0.114405,0.00062112,0.00112128,0.000356984,0.00226719,-0.0005248,0.20029,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.019375,0.0291671,0.065493,0.000641297,0.00137647,0.000434482,0.00157997,0.000437794,1.13839,,,,,,,,,,,,,24.096,27.5982,-0.125934,0.0133834,0.0333442,0.101674,0.000759559,-0.00127012,0.00083912,0.00189062,-0.00240118,0.245907,24.6874,14.4635,-0.323386,-0.00444453,0.0163741,0.0971076,0.000982628,0.00159123,0.000422549,0.00189208,0.000681771,0.947602,14.9409,18.9159,-0.288969,-0.00562639,0.0268406,0.102698,0.002162,0.00111688,0.000615159,0.00311591,0.000162964,0.473131
191,-2.66125,-5.19478,-0.084695,-0.0122308,0.00393866,0.109747,0.000435276,0.00112491,0.000358151,0.00214076,-0.00058057,0.167299,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0204628,0.0278944,0.066032,0.000585917,0.00119222,0.000462915,0.00144402,0.000334115,1.07626,,,,,,,,,,,,,24.096,27.5982,-0.125934,0.00725019,0.0298468,0.0838922,0.000915124,-0.00235732,0.00141297,0.00180821,-0.0032504,0.312681,24.6874,14.4635,-0.323386,-0.00459344,0.0153528,0.103594,0.000890367,0.00146627,0.000380698,0.00175602,0.00060062,0.625101,14.8624,19.4654,-0.273387,-0.00505684,0.0267145,0.0944349,0.00137523,0.00111519,0.000589147,0.00254286,-5.24366e-05,0.299078
192,-2.69756,-5.25174,-0.0843213,-0.0138038,0.00397485,0.104004,0.000662708,0.00113674,0.00031747,0.00224527,-0.000445815,0.15146,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0214221,0.0285944,0.0579363,0.000246499,0.00118664,0.000441054,0.00136385,6.92899e-05,1.19857,,,,,,,,,,,,,24.1099,27.6418,-0.125002,0.00326403,0.0335633,0.0770273,0.00101847,-0.00106111,0.000774138,0.00187125,-0.00191389,0.310576,24.7992,14.4315,-0.323217,-0.0100145,0.0162367,0.0762558,0.000922954,0.00147922,0.000283881,0.00174953,0.000652641,0.449299,14.8494,19.4547,-0.273496,-0.00765097,0.0266143,0.0816154,0.00223168,0.0013667,0.000465062,0.00310912,0.00048926,0.275215
193,-2.70261,-5.12846,-0.0846682,-0.0123113,0.00398717,0.10961,0.000550293,0.00113513,0.000318734,0.00213164,-0.000446209,0.182192,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.020619,0.029157,0.0580612,0.000386172,0.00137139,0.000227833,0.00142377,0.000333796,1.35823,,,,,,,,,,,,,23.6031,27.526,-0.130835,0.00497694,0.0353448,0.0908028,0.00128117,8.65995e-05,0.000139092,0.00191116,-0.000543395,0.307121,24.7992,14.4315,-0.323217,-0.0104519,0.0136978,0.0952063,0.000993658,0.00161405,9.12871e-05,0.00177428,0.000833424,0.413811,14.8756,19.4959,-0.272952,-0.00627964,0.0255776,0.0945108,0.00188255,0.00132121,0.000410251,0.00276469,0.000439075,0.264901
194,-2.70338,-5.14174,-0.0843475,-0.0132343,0.0047811,0.109186,0.000418294,0.00114123,0.000275029,0.00208696,-0.00052744,0.155136,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0197058,0.0298755,0.0597173,0.000445687,0.00139055,0.000128972,0.00141025,0.000425988,1.26072,,,,,,,,,,,,,23.6031,27.526,-0.130835,0.00128215,0.0365575,0.0774594,0.00126525,-0.000219309,8.86415e-05,0.00186413,-0.000818189,0.255672,24.9135,14.4195,-0.323129,-0.0114113,0.0153981,0.090241,0.00106485,0.00161354,1.76746e-05,0.00175003,0.000928361,0.284961,14.8886,19.536,-0.272827,-0.00822023,0.0280892,0.0893724,0.00140982,0.00128046,0.000219663,0.00254134,0.000148936,0.192835
