"Average",,,,,,,,,,,,,"P0",,,,,,,,,,,,"P1",,,,,,,,,,,,"P2",,,,,,,,,,,,"R0",,,,,,,,,,,,"R1",,,,,,,,,,,,"R2",,,,,,,,,,,,"C0",,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange"
1097,-5.83886,-9.88657,-0.0582559,-0.0238753,-0.036176,0.415754,0.00084247,0.00200335,0.000375207,0.00320767,-0.000361856,0.199258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1923,11.6449,-0.318687,-0.0256726,-0.0129573,0.398763,0.0017071,0.00551066,0.000694946,0.00671846,0.000499295,0.54226,9.34716,16.5005,-0.315171,-0.0284785,-0.00273896,0.392809,0.00258128,0.00366237,0.00127664,0.00542747,0.000816174,0.667702
1098,-5.16303,-9.85398,-0.0615925,-0.024374,-0.0346677,0.410063,0.000768688,0.00196306,0.00047145,0.00310662,-0.00037487,0.186309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5154,11.7582,-0.319093,-0.0218031,-0.0130536,0.402893,0.00205255,0.0056802,0.00115724,0.00625851,0.00147424,1.10183,9.59635,16.3409,-0.314867,-0.0266854,-0.00357906,0.387726,0.0025025,0.00358708,0.00158028,0.00516657,0.000923004,0.808014
1099,-5.29173,-10.0588,-0.0598726,-0.0228216,-0.0357,0.419087,0.000848589,0.00204906,0.000276127,0.00318688,-0.000289232,0.0828705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.124,11.5507,-0.319973,-0.0329442,-0.00147592,0.331003,0.00249206,0.0099308,-0.000590532,0.0107615,0.00166139,-0.118752,9.82895,16.4785,-0.316022,-0.0280013,-0.00152282,0.376608,0.00235033,0.0043508,0.00104598,0.00573293,0.000968201,0.465884
1100,-5.31551,-10.0597,-0.0598468,-0.0245958,-0.0357813,0.410322,0.000819739,0.00214576,0.000300627,0.00325839,-0.000292888,0.0838527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.124,11.5507,-0.319973,-0.033777,-0.000746457,0.324071,0.00300638,0.0104723,-0.000275146,0.0115015,0.00197715,-0.101221,9.89771,16.4161,-0.316077,-0.0308755,-0.000481248,0.362055,0.00238288,0.00455043,0.0011595,0.00598901,0.000944303,0.46545
1101,-5.23726,-9.59672,-0.0622678,-0.0284271,-0.0364506,0.398489,0.000622025,0.00194498,0.000501739,0.00305526,-0.000488258,0.19771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2072,11.465,-0.319284,-0.0291902,-0.00783775,0.380818,0.000417791,0.00750122,6.32321e-05,0.00852944,-0.000610431,0.0139835,9.95431,16.2481,-0.315621,-0.0314432,-0.00363617,0.375491,0.00144956,0.00360074,0.00150045,0.00512287,-7.25699e-05,0.601149
1102,-4.93621,-9.25866,-0.0657113,-0.0252454,-0.0330647,0.396124,0.000585065,0.00207586,0.000424826,0.00317462,-0.000513694,0.13942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9004,11.418,-0.320574,-0.0219516,-0.00701091,0.385106,9.90734e-05,0.00691533,0.00112252,0.00731612,-0.000301714,0.767555,10.9564,15.6848,-0.315512,-0.0306919,-0.00262921,0.371732,0.000866569,0.00403211,0.00153413,0.00513718,-0.000238503,0.733623
1103,-5.00233,-9.31792,-0.0649945,-0.0245584,-0.0331777,0.401463,0.000604279,0.00201871,0.000531077,0.00317135,-0.000548368,0.197638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6921,11.3168,-0.320477,-0.0232611,-0.00539687,0.373871,0.000662463,0.00687493,0.00199627,0.00761041,-7.30175e-05,1.27704,10.4279,15.6274,-0.313625,-0.0306396,-0.0024576,0.381411,0.00109045,0.00377341,0.00191446,0.00518627,-0.000322412,0.881511
1104,-5.02193,-9.33369,-0.06509,-0.025869,-0.0333748,0.393693,0.000691032,0.00201862,0.000497065,0.00319087,-0.000481216,0.189302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4952,11.192,-0.319895,-0.0275437,-0.00744325,0.356988,0.000558533,0.00685841,0.000911275,0.00721021,0.000206731,0.740227,10.3644,15.6199,-0.313754,-0.030803,-0.00340909,0.378371,0.00128997,0.00380353,0.00159811,0.00506629,2.7202e-05,0.799059
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,-4.88985,-9.21963,-0.0664619,-0.0268471,-0.0334112,0.397779,0.000650152,0.00201216,0.000506886,0.00315563,-0.000493321,0.209089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0343,11.6164,-0.319014,-0.0237811,-0.00644436,0.382639,0.00107451,0.00624477,0.00149409,0.00681249,0.000506791,1.30095,10.6991,15.7572,-0.315628,-0.0322193,-0.00209647,0.374731,0.00126361,0.0038301,0.00176961,0.00514086,-4.7153e-05,0.9187
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,-5.01091,-9.32888,-0.0649743,-0.0268667,-0.0337424,0.396002,0.000537638,0.00185943,0.000564958,0.00300649,-0.000609425,0.230721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6749,11.1154,-0.31828,-0.0259387,-0.0126214,0.362602,-6.38025e-05,0.00548896,0.00182446,0.00635717,-0.000932021,1.18204,10.7013,15.8391,-0.315291,-0.0329632,-0.00364496,0.373067,0.000974909,0.00314112,0.00197688,0.00468038,-0.000564341,0.88583
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,-4.97539,-9.23915,-0.065643,-0.0254997,-0.034621,0.396613,0.000631246,0.00193722,0.000565294,0.00309061,-0.000522149,0.227569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8974,11.1871,-0.318348,-0.0256635,-0.0132392,0.357246,0.000757882,0.00586231,0.00185811,0.0067048,-8.46054e-05,1.25194,10.6731,15.7976,-0.315181,-0.0319446,-0.00364762,0.371238,0.00120048,0.00337863,0.00190567,0.00483124,-0.000252118,0.8987
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,-5.05295,-9.27369,-0.0650829,-0.0249696,-0.0348293,0.400246,0.000685716,0.00187725,0.000508713,0.00304168,-0.000478712,0.223454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0278148,-0.0115831,0.343954,0.00140956,0.00559935,0.00102161,0.00615625,0.000852659,0.914995,10.4287,15.7139,-0.313436,-0.0314731,-0.00486526,0.37594,0.00142044,0.0032415,0.00155509,0.00456521,9.67348e-05,0.772351
1119,-5.0636,-9.25229,-0.0651848,-0.0256295,-0.0319898,0.398237,0.000727277,0.00191643,0.000495752,0.00309564,-0.000451939,0.195101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0286308,-0.00854639,0.344755,0.00138713,0.00562889,0.00109077,0.00617657,0.000839446,0.97145,10.4287,15.7139,-0.313436,-0.0325659,-0.00118462,0.372165,0.00153871,0.0033479,0.00166044,0.0047664,0.000120205,0.784199
1120,-5.10071,-9.26002,-0.065102,-0.0250422,-0.0338137,0.400563,0.000669219,0.00180015,0.000566812,0.00301532,-0.000545958,0.249354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0280591,-0.0101002,0.340592,0.00134675,0.00545928,0.00155013,0.00625088,0.000555146,1.17418,10.2463,15.7796,-0.31332,-0.032104,-0.00303923,0.371215,0.00139654,0.00321182,0.00186049,0.00472116,-0.000112797,0.846382
1121,-5.05825,-9.26162,-0.0653435,-0.0250888,-0.0341497,0.398466,0.000734892,0.00189957,0.000508888,0.00308375,-0.000449282,0.219057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0288207,-0.0100856,0.342975,0.00140796,0.00549501,0.0012064,0.00608365,0.000819314,1.13015,10.4287,15.7139,-0.313436,-0.0320716,-0.00337621,0.373795,0.00146089,0.00329673,0.00161088,0.00462042,0.000137205,0.806094
1122,-5.10993,-9.30255,-0.0648023,-0.0254269,-0.0342713,0.391227,0.000900869,0.00187864,0.000618828,0.0031871,-0.000407587,0.271631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2191,11.1225,-0.317921,-0.0282407,-0.00926259,0.332151,0.00132498,0.00605706,0.00197381,0.00705127,0.000330766,1.22984,10.1817,15.7886,-0.313225,-0.0318505,-0.00313822,0.360965,0.00161714,0.00336858,0.00201605,0.00507657,-9.08474e-05,0.841903
1123,-5.17544,-9.29964,-0.064683,-0.0250646,-0.0350129,0.402467,0.000716743,0.00182312,0.000561863,0.00303769,-0.000497829,0.259584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0274817,-0.0115054,0.353261,0.00117284,0.00519689,0.00154607,0.00603143,0.000338304,1.25276,9.90635,15.9621,-0.313171,-0.0318067,-0.00420655,0.379756,0.0014219,0.00312415,0.00183499,0.00469512,-0.000149078,0.836511
1124,-5.10601,-9.2457,-0.0652331,-0.0250632,-0.0360712,0.407257,0.000676303,0.00182382,0.000554459,0.00302442,-0.000524305,0.26498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0282597,-0.0132725,0.357301,0.00115584,0.00530025,0.00156013,0.00609873,0.000357358,1.25417,10.2463,15.7796,-0.31332,-0.0319237,-0.00598439,0.384918,0.00136871,0.00319414,0.00182306,0.00468858,-0.000125726,0.887096
1125,-5.10027,-9.31639,-0.0648848,-0.0237473,-0.035923,0.414913,0.000657904,0.00181837,0.000575397,0.00304136,-0.000565079,0.252843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.027206,-0.0140383,0.374133,0.00117382,0.00523217,0.00157407,0.00604502,0.00036097,1.25169,10.2463,15.7796,-0.31332,-0.0308206,-0.00571228,0.395464,0.00139654,0.00315753,0.00187348,0.00471301,-0.000158942,0.858808
1126,-5.10762,-9.29277,-0.0649892,-0.0237614,-0.0348587,0.41461,0.000693757,0.00183117,0.000594381,0.00307329,-0.000548361,0.265725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0274567,-0.00998057,0.363047,0.00119999,0.0058079,0.0015265,0.00658455,0.000423332,1.18872,10.2463,15.7796,-0.31332,-0.0298842,-0.00420951,0.393753,0.00150608,0.00328539,0.0019315,0.0048924,-0.000100928,0.868017
1127,-5.12275,-9.28055,-0.0649794,-0.0235802,-0.035673,0.408683,0.000694356,0.00194485,0.000547092,0.00312784,-0.000488631,0.25573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.0264708,-0.00722123,0.356702,0.000971576,0.00678763,0.00118244,0.00732757,0.000431634,1.09284,10.2536,15.8037,-0.313492,-0.0295536,-0.00434841,0.386725,0.00142553,0.00375058,0.00173253,0.00508359,9.25078e-05,0.894932
1128,-5.08316,-9.25258,-0.0652094,-0.0238537,-0.0358148,0.40634,0.000679269,0.00189528,0.000554246,0.0031031,-0.000528559,0.249123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.0259268,-0.00867613,0.363828,0.000812557,0.00666852,0.000911705,0.00714516,0.000335917,0.689571,10.4366,15.7376,-0.313607,-0.0288636,-0.00507514,0.388046,0.00139371,0.00360095,0.00164975,0.00494192,5.27439e-05,0.778279
1129,-5.08221,-9.26462,-0.0652433,-0.0230863,-0.0363964,0.416347,0.00067737,0.00186997,0.000526758,0.0030395,-0.000492156,0.255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.0240982,-0.0119952,0.371521,0.000804738,0.00559966,0.000977173,0.00607822,0.000326172,1.01521,10.4366,15.7376,-0.313607,-0.0279992,-0.00639952,0.398185,0.00141294,0.00336194,0.00152652,0.00462208,0.000152805,0.805944
1130,-5.03898,-9.18997,-0.0658382,-0.0231563,-0.0361264,0.413774,0.000706563,0.0019447,0.000573236,0.00314446,-0.000493196,0.263339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0088,11.3617,-0.317996,-0.025333,-0.0160901,0.393022,0.00146582,0.00609519,0.00126837,0.00667344,0.000887573,0.99095,10.3902,15.691,-0.313419,-0.0282402,-0.00689393,0.400155,0.00166772,0.00367456,0.00177861,0.00514894,0.000193341,0.829095
1131,-5.06241,-9.3414,-0.064826,-0.0240346,-0.0363706,0.409182,0.000694182,0.00185529,0.00058771,0.00310743,-0.000557954,0.266189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8974,11.1871,-0.318348,-0.0242388,-0.0160139,0.380618,0.00110323,0.00513782,0.00167795,0.00600786,0.000233182,1.23466,10.2391,15.7637,-0.313318,-0.0288968,-0.00658308,0.396461,0.00152409,0.00325936,0.00200559,0.00494452,-0.000161078,0.873966
1132,-5.12576,-9.25752,-0.065039,-0.0239262,-0.0355238,0.410473,0.000749991,0.00188856,0.00052174,0.00313201,-0.000493453,0.226857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8974,11.1871,-0.318348,-0.0242523,-0.0153895,0.384474,0.00100579,0.00530353,0.000999512,0.00591116,0.000398159,0.66254,9.99191,15.9027,-0.313192,-0.0293779,-0.00543354,0.399025,0.00158333,0.00321187,0.00169512,0.00480912,-1.39243e-05,0.724033
1133,-5.05078,-9.27541,-0.0652395,-0.0272348,-0.0356779,0.39095,0.000777244,0.00198083,0.000560219,0.00317133,-0.000413256,0.264784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8974,11.1871,-0.318348,-0.0258552,-0.0147294,0.362998,0.00118639,0.00519957,0.00131726,0.00586313,0.000522822,1.11391,10.3738,15.6675,-0.313166,-0.0314799,-0.00600858,0.37985,0.00154067,0.00334829,0.00170995,0.00478395,0.00010502,0.836282
1134,-5.03645,-9.25866,-0.0655075,-0.0246036,-0.0365545,0.405338,0.000783681,0.00196388,0.000481755,0.00318877,-0.000441218,0.210307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0088,11.3617,-0.317996,-0.0242685,-0.016403,0.381229,0.00135946,0.00525202,0.00125227,0.00589796,0.000713515,1.04725,10.3436,15.6605,-0.313153,-0.0300649,-0.0074532,0.390148,0.0016162,0.00343357,0.00170611,0.00486239,0.000187378,0.76371
1135,-5.03972,-9.26569,-0.0655383,-0.024704,-0.0364864,0.407211,0.000850204,0.00200356,0.000458197,0.00322162,-0.000367864,0.201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0088,11.3617,-0.317996,-0.0249714,-0.0154688,0.383919,0.00125612,0.00533308,0.00109479,0.00596582,0.000623388,0.679202,10.3436,15.6605,-0.313153,-0.0302621,-0.00722131,0.395761,0.00164685,0.00350672,0.00160424,0.00488318,0.000270392,0.746494
1136,-5.04703,-9.23292,-0.06572,-0.0240851,-0.0344543,0.406439,0.00080112,0.00199957,0.000524662,0.00324421,-0.00044352,0.21683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0088,11.3617,-0.317996,-0.0240982,-0.012691,0.383308,0.00139701,0.00565969,0.00132077,0.00635319,0.000703503,1.05149,10.3436,15.6605,-0.313153,-0.0293321,-0.00484274,0.392109,0.0017134,0.00354251,0.00178566,0.00507719,0.000178728,0.788269
1137,-5.06603,-9.27848,-0.0651905,-0.0241009,-0.034501,0.397961,0.000762034,0.00190283,0.000498463,0.00313807,-0.000473209,0.209184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0215589,-0.0113487,0.369902,0.00102099,0.00530818,0.00106946,0.00589992,0.000429245,0.899369,10.4287,15.7139,-0.313436,-0.028733,-0.00404028,0.382763,0.00155032,0.00323225,0.00165468,0.00467252,0.000110042,0.750134
1138,-5.06504,-9.2856,-0.0651762,-0.0242968,-0.0360778,0.404226,0.000778412,0.00188658,0.000512229,0.00313653,-0.000471549,0.227461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0226235,-0.0144981,0.375463,0.000978111,0.00491738,0.00109518,0.0055169,0.000378592,1.06205,10.3814,15.683,-0.313167,-0.0293268,-0.00644891,0.390322,0.00155799,0.00324113,0.00166033,0.00472144,7.76782e-05,0.759307
1139,-5.04388,-9.24,-0.0653564,-0.0241472,-0.0350691,0.4099,0.000812274,0.00197506,0.0004606,0.00318478,-0.000397441,0.195411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0222887,-0.0135629,0.380195,0.00103178,0.00503838,0.00107273,0.00563098,0.000439176,0.898682,10.3814,15.683,-0.313167,-0.0294493,-0.0054974,0.393423,0.00158001,0.0033344,0.00157225,0.00471688,0.000197532,0.760004
1140,-5.04605,-9.23888,-0.0654039,-0.024192,-0.0360953,0.407596,0.000776615,0.0019361,0.00051217,0.00314713,-0.00043441,0.226379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3199,11.1821,-0.318497,-0.0226095,-0.0134598,0.380344,0.0011046,0.00540505,0.00106241,0.00598715,0.0005225,0.824144,10.3814,15.683,-0.313167,-0.0295276,-0.00617303,0.39331,0.00158949,0.00335914,0.00166568,0.00478633,0.000162291,0.753111
1141,-5.08936,-9.22472,-0.0653236,-0.0238477,-0.0361567,0.405576,0.000777457,0.00194189,0.000449415,0.00314113,-0.000421782,0.204261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.0207258,-0.0120893,0.381947,0.000798192,0.00571772,0.000845931,0.00628657,0.000229334,0.694434,10.3891,15.7065,-0.313337,-0.0288844,-0.00644683,0.394492,0.00139438,0.00349593,0.00150147,0.0047489,0.000141409,0.759044
1142,-5.04801,-9.32131,-0.0649566,-0.0230315,-0.0361869,0.409994,0.000667004,0.00190623,0.000497126,0.00308772,-0.000514489,0.220544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.020365,-0.011123,0.383437,0.000557992,0.00569619,0.000771598,0.00625141,2.77289e-06,0.619761,10.4129,15.7698,-0.313783,-0.0286653,-0.00556659,0.39199,0.00120042,0.00340895,0.00149998,0.00463989,-3.05077e-05,0.755295
1143,-5.07584,-9.2789,-0.0649757,-0.0238136,-0.032228,0.412478,0.000780419,0.00201303,0.000434874,0.00319661,-0.000403159,0.177492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.020461,-0.00761313,0.39071,0.000622119,0.0057559,0.000860477,0.00629769,8.03231e-05,0.686724,10.397,15.7381,-0.31355,-0.0294522,-0.00260303,0.398743,0.00134088,0.00352112,0.00148219,0.00474486,0.000117143,0.755777
1144,-5.13191,-9.31216,-0.0645176,-0.0222312,-0.0377598,0.422885,0.000675729,0.00189694,0.000497457,0.00308206,-0.000509394,0.20829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7666,11.2379,-0.319948,-0.0198778,-0.0126382,0.398422,0.000460937,0.00536087,0.000756082,0.00590905,-8.72427e-05,0.437703,10.213,15.9095,-0.313766,-0.0275072,-0.00701878,0.408163,0.00117083,0.00322545,0.00149474,0.00451992,-0.000123642,0.683878
1145,-5.06745,-9.30522,-0.064852,-0.0228398,-0.0370968,0.410667,0.00067895,0.00195424,0.000514587,0.00313948,-0.000506284,0.222867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6757,11.1781,-0.319397,-0.0211739,-0.00968129,0.380228,0.000495606,0.00722686,0.000904274,0.00778884,-6.63705e-05,0.767443,10.3808,15.7784,-0.31373,-0.028503,-0.00654754,0.395211,0.00120127,0.00373586,0.00157573,0.00497901,-4.18758e-05,0.816555
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,-5.29225,-9.7527,-0.0617714,-0.0215296,-0.0393436,0.427824,0.000717476,0.00190616,0.000458837,0.00318069,-0.000557053,0.179317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9944,11.335,-0.319684,-0.0167948,-0.0147376,0.453339,0.000360733,0.00457625,0.00191117,0.00555437,-0.000617379,0.969634,9.38338,16.1003,-0.312554,-0.0248626,-0.00812788,0.422083,0.00128901,0.00285209,0.00181493,0.00438473,-0.000243622,0.81574
1150,-5.17833,-9.6748,-0.0628017,-0.0237589,-0.0384996,0.424605,0.000720274,0.00191969,0.000472714,0.00324468,-0.000604714,0.21991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.821,11.405,-0.319259,-0.0198397,-0.0128482,0.434886,-0.000405255,0.00498266,0.00167595,0.005838,-0.00126059,0.743072,9.34607,16.1272,-0.312542,-0.0271354,-0.00686313,0.412039,0.00113303,0.00290477,0.00182071,0.00446862,-0.000430821,0.812184
1151,-5.29673,-9.78503,-0.0611356,-0.0226033,-0.0397008,0.432225,0.000821413,0.00192043,0.000486485,0.0032623,-0.000520459,0.172944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1687,11.5617,-0.320132,-0.0226377,-0.0129865,0.42202,-0.000381517,0.00507359,0.0019725,0.00610654,-0.00141446,0.968481,9.23701,16.1821,-0.312712,-0.0276524,-0.00867724,0.41669,0.00118959,0.0029021,0.00192389,0.00454918,-0.000457485,0.830992
